"value","trial_type","trial_index","time_elapsed","internal_node_id","id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","view_history","rt","stimulus","trial_info","success","response","inducer_run","diagnostic_run","inducer_trial","italic","correct_diag_response_side","correct_response_key","correct_response","correct_inducer_response_side","congruent","accuracy","open_feedback","interactive"
"","call-function","147","300451","0.0-248.0-0.0","xg8vmgtv","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","148","300754","0.0-248.0-1.0","xg8vmgtv","1440","900","","","","","","","","","","","null","Wrong","Feedback","","null","","","","","","","","","","","",""
"","call-function","149","300754","0.0-248.0-2.0","xg8vmgtv","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","150","302260","0.0-249.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - long","","null","","","","","","","","","","","",""
"","html-keyboard-response","151","303956","0.0-250.0","xg8vmgtv","1440","900","","","","","","","","","","","1694","If gso press LEFT | If tkb press RIGHT","Inducer instructions",""," ","4","","","","","","","","","","",""
"","html-keyboard-response","152","304713","0.0-251.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","153","305901","0.0-252.0","xg8vmgtv","1440","900","","","","","","","","","","","1187","gso","Diagnostic trial","","f","4","0","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","154","306654","0.0-255.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","155","307290","0.0-256.0","xg8vmgtv","1440","900","","","","","","","","","","","636","tkb","Diagnostic trial","","f","4","1","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","156","308046","0.0-259.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","157","308715","0.0-260.0","xg8vmgtv","1440","900","","","","","","","","","","","668","gso","Diagnostic trial","","j","4","2","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","158","309469","0.0-263.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","159","310204","0.0-264.0","xg8vmgtv","1440","900","","","","","","","","","","","734","tkb","Diagnostic trial","","j","4","3","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","160","310960","0.0-267.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","161","311542","0.0-268.0","xg8vmgtv","1440","900","","","","","","","","","","","581","tkb","Diagnostic trial","","f","4","4","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","162","312296","0.0-271.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","163","313012","0.0-272.0","xg8vmgtv","1440","900","","","","","","","","","","","714","gso","Diagnostic trial","","f","4","5","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","164","313764","0.0-275.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","165","314436","0.0-276.0","xg8vmgtv","1440","900","","","","","","","","","","","671","gso","Diagnostic trial","","f","4","6","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","166","315193","0.0-279.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","167","315666","0.0-280.0","xg8vmgtv","1440","900","","","","","","","","","","","472","gso","Diagnostic trial","","f","4","7","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","168","316423","0.0-283.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","169","317162","0.0-284.0","xg8vmgtv","1440","900","","","","","","","","","","","738","gso","Diagnostic trial","","j","4","8","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","170","317918","0.0-287.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","171","318459","0.0-288.0","xg8vmgtv","1440","900","","","","","","","","","","","540","gso","Diagnostic trial","","f","4","9","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","172","319213","0.0-291.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","173","319900","0.0-292.0","xg8vmgtv","1440","900","","","","","","","","","","","686","gso","Diagnostic trial","","f","4","10","false","false","LEFT","f","1","LEFT","true","","",""
"","html-keyboard-response","174","320655","0.0-295.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","175","321312","0.0-296.0","xg8vmgtv","1440","900","","","","","","","","","","","655","gso","Diagnostic trial","","j","4","11","false","true","RIGHT","j","1","LEFT","false","","",""
"","html-keyboard-response","176","322066","0.0-299.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","177","322715","0.0-300.0","xg8vmgtv","1440","900","","","","","","","","","","","647","tkb","Diagnostic trial","","j","4","12","false","true","RIGHT","j","1","RIGHT","true","","",""
"","html-keyboard-response","178","323467","0.0-303.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","179","325227","0.0-304.0","xg8vmgtv","1440","900","","","","","","","","","","","1759","tkb","Diagnostic trial","","f","4","13","false","false","LEFT","f","1","RIGHT","false","","",""
"","html-keyboard-response","180","325984","0.0-307.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - short","","null","","","","","","","","","","","",""
"","html-keyboard-response","181","327041","0.0-308.0","xg8vmgtv","1440","900","","","","","","","","","","","1055","tkb","Inducer trial","","j","4","","true","","","","1","","","","",""
"","html-keyboard-response","182","328544","0.0-311.0","xg8vmgtv","1440","900","","","","","","","","","","","null","+","Fixation - long","","null","","","","","","","","","","","",""
